21:48:45 | univest time 377391507.66 | altitude 38810.88 | apoapsis 44962.54 | stage_3_fuel 0.00 | stage_2_fuel 724.25
21:48:55 | univest time 377391507.66 | altitude 38810.88 | apoapsis 44962.54 | stage_3_fuel 0.00 | stage_2_fuel 724.25
21:49:05 | univest time 377391507.66 | altitude 38810.88 | apoapsis 44962.54 | stage_3_fuel 0.00 | stage_2_fuel 724.25
21:49:15 | univest time 377391507.66 | altitude 38810.88 | apoapsis 44962.54 | stage_3_fuel 0.00 | stage_2_fuel 724.25
21:49:25 | univest time 377391507.66 | altitude 38810.88 | apoapsis 44962.54 | stage_3_fuel 0.00 | stage_2_fuel 724.25
21:49:35 | univest time 377391507.66 | altitude 38810.88 | apoapsis 44962.54 | stage_3_fuel 0.00 | stage_2_fuel 724.25
21:49:45 | univest time 377391507.66 | altitude 38810.88 | apoapsis 44962.54 | stage_3_fuel 0.00 | stage_2_fuel 724.25
21:49:55 | univest time 377391507.66 | altitude 38810.88 | apoapsis 44962.54 | stage_3_fuel 0.00 | stage_2_fuel 724.25
21:50:06 | univest time 377391507.66 | altitude 38810.88 | apoapsis 44962.54 | stage_3_fuel 0.00 | stage_2_fuel 724.25
21:50:16 | univest time 377391507.66 | altitude 38810.88 | apoapsis 44962.54 | stage_3_fuel 0.00 | stage_2_fuel 724.25
21:50:26 | univest time 377391507.66 | altitude 38810.88 | apoapsis 44962.54 | stage_3_fuel 0.00 | stage_2_fuel 724.25
21:50:36 | univest time 377391507.66 | altitude 38810.88 | apoapsis 44962.54 | stage_3_fuel 0.00 | stage_2_fuel 724.25
21:50:46 | univest time 377391507.66 | altitude 38810.88 | apoapsis 44962.54 | stage_3_fuel 0.00 | stage_2_fuel 724.25
21:50:56 | univest time 377391507.66 | altitude 38810.88 | apoapsis 44962.54 | stage_3_fuel 0.00 | stage_2_fuel 724.25
21:51:06 | univest time 377391507.66 | altitude 38810.88 | apoapsis 44962.54 | stage_3_fuel 0.00 | stage_2_fuel 724.25
21:51:16 | univest time 377391507.66 | altitude 38810.88 | apoapsis 44962.54 | stage_3_fuel 0.00 | stage_2_fuel 724.25
21:51:27 | univest time 377391507.66 | altitude 38810.88 | apoapsis 44962.54 | stage_3_fuel 0.00 | stage_2_fuel 724.25
21:51:37 | univest time 377391507.66 | altitude 38810.88 | apoapsis 44962.54 | stage_3_fuel 0.00 | stage_2_fuel 724.25
21:51:47 | univest time 377391507.66 | altitude 38810.88 | apoapsis 44962.54 | stage_3_fuel 0.00 | stage_2_fuel 724.25
21:51:57 | univest time 377391507.66 | altitude 38810.88 | apoapsis 44962.54 | stage_3_fuel 0.00 | stage_2_fuel 724.25
21:52:07 | univest time 377391507.66 | altitude 38810.88 | apoapsis 44962.54 | stage_3_fuel 0.00 | stage_2_fuel 724.25
21:52:17 | univest time 377391507.66 | altitude 38810.88 | apoapsis 44962.54 | stage_3_fuel 0.00 | stage_2_fuel 724.25
22:26:31 | univest time 377391400.18 | altitude 79.12 | apoapsis 79.12 | stage_3_fuel 2952.00 | stage_2_fuel 1413.00
22:26:41 | univest time 377391430.24 | altitude 2789.04 | apoapsis 4785.81 | stage_3_fuel 2078.12 | stage_2_fuel 1152.98
22:26:51 | univest time 377391459.20 | altitude 11629.27 | apoapsis 21196.01 | stage_3_fuel 1206.12 | stage_2_fuel 893.52
22:27:01 | univest time 377391487.44 | altitude 27781.43 | apoapsis 62483.71 | stage_3_fuel 355.79 | stage_2_fuel 640.50
22:27:11 | univest time 377391518.80 | altitude 52073.49 | apoapsis 104263.38 | stage_3_fuel 0.00 | stage_2_fuel 359.54
22:27:21 | univest time 377391555.44 | altitude 75894.30 | apoapsis 142868.39 | stage_3_fuel 0.00 | stage_2_fuel 106.53
22:27:31 | univest time 377391756.56 | altitude 147376.89 | apoapsis 150326.92 | stage_3_fuel 0.00 | stage_2_fuel 0.00
22:27:41 | univest time 377391801.29 | altitude 150292.69 | apoapsis 150326.92 | stage_3_fuel 0.00 | stage_2_fuel 0.00
22:27:52 | univest time 377391811.47 | altitude 150360.62 | apoapsis 150382.25 | stage_3_fuel 0.00 | stage_2_fuel 0.00
22:28:02 | univest time 377392355.45 | altitude 149496.86 | apoapsis 150541.99 | stage_3_fuel 0.00 | stage_2_fuel 0.00
22:28:12 | univest time 377392505.30 | altitude 148727.00 | apoapsis 150541.99 | stage_3_fuel 0.00 | stage_2_fuel 0.00
22:28:22 | univest time 377392515.18 | altitude 149125.08 | apoapsis 1142022.87 | stage_3_fuel 0.00 | stage_2_fuel 0.00
22:28:32 | univest time 377392525.14 | altitude 150020.46 | apoapsis 8987839.40 | stage_3_fuel 0.00 | stage_2_fuel 0.00
22:28:42 | univest time 377406474.41 | altitude 9736618.72 | apoapsis 12166655.14 | stage_3_fuel 0.00 | stage_2_fuel 0.00
22:28:52 | univest time 377410803.81 | altitude 2184064.63 | apoapsis -2239238.18 | stage_3_fuel 0.00 | stage_2_fuel 0.00
22:29:02 | univest time 377411665.66 | altitude 1880472.37 | apoapsis -2239237.26 | stage_3_fuel 0.00 | stage_2_fuel 0.00
22:29:12 | univest time 377416517.65 | altitude 97990.93 | apoapsis -2239237.26 | stage_3_fuel 0.00 | stage_2_fuel 0.00
22:29:22 | univest time 377391396.40 | altitude 79.00 | apoapsis -2239237.26 | stage_3_fuel 2952.00 | stage_2_fuel 1413.00
22:29:32 | univest time 377391784.55 | altitude 79.00 | apoapsis -2239237.26 | stage_3_fuel 2952.00 | stage_2_fuel 1413.00
22:29:42 | univest time 377392284.55 | altitude 79.00 | apoapsis -2239237.26 | stage_3_fuel 2952.00 | stage_2_fuel 1413.00
22:29:52 | univest time 377392781.55 | altitude 79.00 | apoapsis -2239237.26 | stage_3_fuel 2952.00 | stage_2_fuel 1413.00
22:30:02 | univest time 377393281.55 | altitude 79.00 | apoapsis -2239237.26 | stage_3_fuel 2952.00 | stage_2_fuel 1413.00
22:30:12 | univest time 377393779.55 | altitude 79.00 | apoapsis -2239237.26 | stage_3_fuel 2952.00 | stage_2_fuel 1413.00
22:30:22 | univest time 377394279.55 | altitude 79.00 | apoapsis -2239237.26 | stage_3_fuel 2952.00 | stage_2_fuel 1413.00
22:30:32 | univest time 377394777.55 | altitude 79.00 | apoapsis -2239237.26 | stage_3_fuel 2952.00 | stage_2_fuel 1413.00
22:30:42 | univest time 377395274.55 | altitude 79.00 | apoapsis -2239237.26 | stage_3_fuel 2952.00 | stage_2_fuel 1413.00
22:30:52 | univest time 377395775.55 | altitude 79.00 | apoapsis -2239237.26 | stage_3_fuel 2952.00 | stage_2_fuel 1413.00
22:31:02 | univest time 377396276.55 | altitude 79.00 | apoapsis -2239237.26 | stage_3_fuel 2952.00 | stage_2_fuel 1413.00
