Time,Velocity,GForce,Acceleration,Thrust,TWR,Mass,AltitudeFromTerrain,AltitudeFromSea,DownrangeDistance,Latitude,Longitude,Apoapsis,Periapsis,Inclination,OrbitalVelocity,TargetDistance,TargetVelocity,StageDeltaV,VesselDeltaV,Pressure,
18776,3171,0,0,388,6.33,6.24,10899077.3,-1038.63,313.85,0.09,-104.53,12165549,113543,0.15,300,0,0,658,658,0,
18816,3174,0,0,388,6.33,6.24,10908364.95,-1004.45,320.45,0.09,-105.16,12165549,113543,0.15,300,0,0,658,658,0,
18856,3177,0,0,388,6.33,6.24,10917614.94,-948.06,327.05,0.09,-105.79,12165549,113543,0.15,299,0,0,658,658,0,
18896,3180,0,0,388,6.33,6.24,10926827.33,-998.77,333.65,0.09,-106.42,12165549,113543,0.15,298,0,0,658,658,0,
18936,3182,0,0,388,6.33,6.24,10936002.19,297.16,340.26,0.09,-107.05,12165549,113543,0.15,297,0,0,658,658,0,
18976,3185,0,0,388,6.33,6.24,10945139.56,422.28,346.86,0.09,-107.68,12165549,113543,0.15,296,0,0,658,658,0,
19016,3188,0,0,388,6.33,6.24,10954239.49,453.36,353.46,0.09,-108.31,12165549,113543,0.15,295,0,0,658,658,0,
19056,3191,0,0,388,6.33,6.24,10963302.06,327.41,360.07,0.09,-108.94,12165549,113543,0.15,295,0,0,658,658,0,
19096,3193,0,0,388,6.33,6.24,10972327.3,288.57,366.67,0.09,-109.57,12165549,113543,0.15,294,0,0,658,658,0,
19136,3196,0,0,388,6.33,6.24,10981315.27,440.61,373.28,0.09,-110.2,12165549,113543,0.15,293,0,0,658,658,0,
19176,3199,0,0,388,6.33,6.24,10990266.04,574.66,379.89,0.09,-110.83,12165549,113543,0.15,292,0,0,658,658,0,
19216,3201,0,0,388,6.33,6.24,10999179.64,503.2,386.5,0.09,-111.46,12165549,113543,0.15,291,0,0,658,658,0,
19256,3204,0,0,388,6.33,6.24,11008056.14,325.7,393.1,0.09,-112.1,12165549,113543,0.15,291,0,0,658,658,0,
19296,3207,0,0,388,6.33,6.24,11016657.3,269.53,399.53,0.09,-112.71,12165549,113543,0.15,290,0,0,658,658,0,
19334,3209,0,0,388,6.33,6.24,11024907.16,207.02,405.73,0.09,-113.3,12165549,113543,0.15,289,0,0,658,658,0,
19371,3211,0,0,388,6.33,6.24,11032809.52,-375.06,411.68,0.09,-113.87,12165549,113543,0.15,288,0,0,658,658,0,
19406,3214,0,0,388,6.33,6.24,11040367.87,-177.14,417.4,0.09,-114.42,12165549,113543,0.15,288,0,0,658,658,0,
19440,3216,0,0,388,6.33,6.24,11047585.83,-941.15,422.88,0.09,-114.94,12165549,113543,0.15,287,0,0,658,658,0,
19473,3218,0,0,388,6.33,6.24,11054466.59,-1085.62,428.12,0.09,-115.44,12165549,113543,0.15,286,0,0,658,658,0,
19504,3220,0,0,388,6.33,6.24,11061013.46,-1089.08,433.13,0.09,-115.92,12165549,113543,0.15,286,0,0,658,658,0,
19533,3222,0,0,388,6.33,6.24,11067229.34,-1127.4,437.9,0.09,-116.37,12165549,113543,0.15,285,0,0,658,658,0,
19561,3224,0,0,388,6.33,6.24,11073117.23,-1092.79,442.43,0.09,-116.81,12165549,113543,0.15,285,0,0,658,658,0,
19588,3225,0,0,388,6.33,6.24,11078679.86,-1084.46,446.72,0.09,-117.22,12165549,113543,0.15,284,0,0,658,658,0,
19613,3227,0,0,388,6.33,6.24,11083919.7,-1038.34,450.77,0.09,-117.6,12165549,113543,0.15,284,0,0,658,658,0,
19637,3228,0,0,388,6.33,6.24,11088839.18,-1020.09,454.59,0.09,-117.97,12165549,113543,0.15,283,0,0,658,658,0,
19659,3230,0,0,388,6.33,6.24,11093440.71,-1074.55,458.17,0.09,-118.31,12165549,113543,0.15,283,0,0,658,658,0,
19680,3231,0,0,388,6.33,6.24,11097726.43,-1063.73,461.51,0.09,-118.63,12165549,113543,0.15,282,0,0,658,658,0,
19700,3232,0,0,388,6.33,6.24,11101698.22,-1028.93,464.61,0.09,-118.92,12165549,113543,0.15,282,0,0,658,658,0,
19718,3233,0,0,388,6.33,6.24,11105358.06,-1044.47,467.47,0.09,-119.2,12165549,113543,0.15,282,0,0,658,658,0,
19734,3234,0,0,388,6.33,6.24,11108707.65,-1027.36,470.1,0.09,-119.45,12165549,113543,0.15,281,0,0,658,658,0,
19750,3235,0,0,388,6.33,6.24,11111748.45,-1048.74,472.49,0.09,-119.68,12165549,113543,0.15,281,0,0,658,658,0,
19763,3236,0,0,388,6.33,6.24,11114481.89,-1080.78,474.64,0.09,-119.88,12165549,113543,0.15,281,0,0,658,658,0,
19776,3237,0,0,388,6.33,6.24,11116909.34,-1134.27,476.55,0.09,-120.06,12165549,113543,0.15,281,0,0,658,658,0,
19786,3237,0,0,388,6.33,6.24,11119031.97,-1124.95,478.22,0.09,-120.22,12165549,113543,0.15,281,0,0,658,658,0,
19796,3238,0,0,388,6.33,6.24,11120850.63,-1109.42,479.66,0.09,-120.36,12165549,113543,0.15,280,0,0,658,658,0,
19804,3238,0,0,388,6.33,6.24,11122366.31,-1105.19,480.86,0.09,-120.48,12165549,113543,0.15,280,0,0,658,658,0,
19810,3239,0,0,388,6.33,6.24,11123579.6,-1089.38,481.81,0.09,-120.57,12165549,113543,0.15,280,0,0,658,658,0,
19815,3239,0,0,388,6.33,6.24,11124491.18,-1075.05,482.54,0.09,-120.64,12165549,113543,0.15,280,0,0,658,658,0,
19819,3239,0,0,388,6.33,6.24,11125327.15,-1092.36,483.2,0.09,-120.7,12165549,113543,0.15,280,0,0,658,658,0,
19823,3239,0,0,388,6.33,6.24,11126162.76,-1094.16,483.86,0.09,-120.76,12165549,113543,0.15,280,0,0,658,658,0,
19827,3240,0,0,388,6.33,6.24,11126998.01,-1077.67,484.52,0.09,-120.83,12165549,113543,0.15,280,0,0,658,658,0,
19831,3240,0,0,388,6.33,6.24,11127832.89,-1081.51,485.18,0.09,-120.89,12165549,113543,0.15,280,0,0,658,658,0,
19835,3240,0,0,388,6.33,6.24,11128667.41,-1098.7,485.84,0.09,-120.95,12165549,113543,0.15,280,0,0,658,658,0,
19839,3240,0,0,388,6.33,6.24,11129501.56,-1078.41,486.51,0.09,-121.02,12165549,113543,0.15,280,0,0,658,658,0,
19843,3241,0,0,388,6.33,6.24,11130335.35,-1101.2,487.17,0.09,-121.08,12165549,113543,0.15,279,0,0,658,658,0,
19847,3241,0,0,388,6.33,6.24,11131168.78,-1105.36,487.83,0.09,-121.14,12165549,113543,0.15,279,0,0,658,658,0,
19851,3241,0,0,388,6.33,6.24,11132001.84,-1100.96,488.49,0.09,-121.2,12165549,113543,0.15,279,0,0,658,658,0,
19855,3241,0,0,388,6.33,6.24,11132834.54,-1071.77,489.15,0.09,-121.27,12165549,113543,0.15,279,0,0,658,658,0,
19859,3242,0,0,388,6.33,6.24,11133666.88,-1069.94,489.81,0.09,-121.33,12165549,113543,0.15,279,0,0,658,658,0,
19863,3242,0,0,388,6.33,6.24,11134498.86,-1058.19,490.48,0.09,-121.39,12165549,113543,0.15,279,0,0,658,658,0,
19867,3242,0,0,388,6.33,6.24,11135330.47,-1042.09,491.14,0.09,-121.46,12165549,113543,0.15,279,0,0,658,658,0,
19871,3242,0,0,388,6.33,6.24,11136161.72,-1020.24,491.8,0.09,-121.52,12165549,113543,0.15,279,0,0,658,658,0,
19875,3243,0,0,388,6.33,6.24,11136992.6,-1001.36,492.46,0.09,-121.58,12165549,113543,0.15,279,0,0,658,658,0,
19879,3243,0,0,388,6.33,6.24,11137823.13,-1003.39,493.12,0.09,-121.65,12165549,113543,0.15,279,0,0,658,658,0,
19883,3243,0,0,388,6.33,6.24,11138653.29,-998.42,493.78,0.09,-121.71,12165549,113543,0.15,279,0,0,658,658,0,
19887,3243,0,0,388,6.33,6.24,11139483.08,-1007.48,494.45,0.09,-121.77,12165549,113543,0.15,279,0,0,658,658,0,
19891,3244,0,0,388,6.33,6.24,11140312.52,-1026.27,495.11,0.09,-121.84,12165549,113543,0.15,279,0,0,658,658,0,
19895,3244,0,0,388,6.33,6.24,11141141.59,-1037.49,495.77,0.09,-121.9,12165549,113543,0.15,279,0,0,658,658,0,
19899,3244,0,0,388,6.33,6.24,11141970.3,-1054.55,496.43,0.09,-121.96,12165549,113543,0.15,278,0,0,658,658,0,
19903,3244,0,0,388,6.33,6.24,11142798.64,-1069.62,497.09,0.09,-122.03,12165549,113543,0.15,278,0,0,658,658,0,
19907,3245,0,0,388,6.33,6.24,11143626.63,-1074.34,497.75,0.09,-122.09,12165549,113543,0.15,278,0,0,658,658,0,
19911,3245,0,0,388,6.33,6.24,11144454.25,-1038.39,498.42,0.09,-122.15,12165549,113543,0.15,278,0,0,658,658,0,
19915,3245,0,0,388,6.33,6.24,11145281.5,-1023.54,499.08,0.09,-122.22,12165549,113543,0.15,278,0,0,658,658,0,
19919,3245,0,0,388,6.33,6.24,11146108.4,-1021.45,499.74,0.09,-122.28,12165549,113543,0.15,278,0,0,658,658,0,
19923,3246,0,0,388,6.33,6.24,11146934.93,-1017.4,500.4,0.09,-122.34,12165549,113543,0.15,278,0,0,658,658,0,
19927,3246,0,0,388,6.33,6.24,11147761.11,-1001.86,501.06,0.09,-122.41,12165549,113543,0.15,278,0,0,658,658,0,
19931,3246,0,0,388,6.33,6.24,11148586.91,-992.61,501.72,0.09,-122.47,12165549,113543,0.15,278,0,0,658,658,0,
19935,3246,0,0,388,6.33,6.24,11149412.36,-985.8,502.39,0.09,-122.53,12165549,113543,0.15,278,0,0,658,658,0,
19939,3247,0,0,388,6.33,6.24,11150237.44,-963.81,503.05,0.09,-122.59,12165549,113543,0.15,278,0,0,658,658,0,
19943,3247,0,0,388,6.33,6.24,11151062.17,-941.01,503.71,0.09,-122.66,12165549,113543,0.15,278,0,0,658,658,0,
19947,3247,0,0,388,6.33,6.24,11151886.53,-918.6,504.37,0.09,-122.72,12165549,113543,0.15,278,0,0,658,658,0,
19951,3247,0,0,388,6.33,6.24,11152710.52,-908.45,505.03,0.09,-122.78,12165549,113543,0.15,277,0,0,658,658,0,
19955,3248,0,0,388,6.33,6.24,11153534.16,-893,505.7,0.09,-122.85,12165549,113543,0.15,277,0,0,658,658,0,
19959,3248,0,0,388,6.33,6.24,11154357.43,-880.9,506.36,0.09,-122.91,12165549,113543,0.15,277,0,0,658,658,0,
19963,3248,0,0,388,6.33,6.24,11155180.35,-902.69,507.02,0.09,-122.97,12165549,113543,0.15,277,0,0,658,658,0,
19967,3248,0,0,388,6.33,6.24,11156002.9,-919.1,507.68,0.09,-123.04,12165549,113543,0.15,277,0,0,658,658,0,
19971,3249,0,0,388,6.33,6.24,11156825.08,-893.23,508.34,0.09,-123.1,12165549,113543,0.15,277,0,0,658,658,0,
19975,3249,0,0,388,6.33,6.24,11157646.91,-875.11,509,0.09,-123.16,12165549,113543,0.15,277,0,0,658,658,0,
19979,3249,0,0,388,6.33,6.24,11158468.37,-867.57,509.67,0.09,-123.23,12165549,113543,0.15,277,0,0,658,658,0,
19983,3249,0,0,388,6.33,6.24,11159289.48,-885.49,510.33,0.09,-123.29,12165549,113543,0.15,277,0,0,658,658,0,
19987,3250,0,0,388,6.33,6.24,11160110.22,-894.85,510.99,0.09,-123.35,12165549,113543,0.15,277,0,0,658,658,0,
19991,3250,0,0,388,6.33,6.24,11160930.6,-903.54,511.65,0.09,-123.42,12165549,113543,0.15,277,0,0,658,658,0,
19995,3250,0,0,388,6.33,6.24,11161750.62,-915.56,512.31,0.09,-123.48,12165549,113543,0.15,277,0,0,658,658,0,
19999,3250,0,0,388,6.33,6.24,11162570.27,-920.28,512.98,0.09,-123.54,12165549,113543,0.15,277,0,0,658,658,0,
20003,3251,0,0,388,6.33,6.24,11163389.57,-931.88,513.64,0.09,-123.61,12165549,113543,0.15,276,0,0,658,658,0,
20007,3251,0,0,388,6.33,6.24,11164208.5,-940.98,514.3,0.09,-123.67,12165549,113543,0.15,276,0,0,658,658,0,
20011,3251,0,0,388,6.33,6.24,11165027.07,-966.58,514.96,0.09,-123.73,12165549,113543,0.15,276,0,0,658,658,0,
20015,3251,0,0,388,6.33,6.24,11165841.2,-969.95,515.62,0.09,-123.8,12165549,113543,0.15,276,0,0,658,658,0,
20019,3252,0,0,388,6.33,6.24,11166638.6,-976.53,516.27,0.09,-123.86,12165549,113543,0.15,276,0,0,658,658,0,
20023,3252,0,0,388,6.33,6.24,11167419.32,-994.55,516.9,0.09,-123.92,12165549,113543,0.15,276,0,0,658,658,0,
20027,3252,0,0,388,6.33,6.24,11168183.38,-999.11,517.52,0.09,-123.98,12165549,113543,0.15,276,0,0,658,658,0,
20031,3252,0,0,388,6.33,6.24,11168930.78,-1007.66,518.12,0.09,-124.03,12165549,113543,0.15,276,0,0,658,658,0,
20034,3252,0,0,388,6.33,6.24,11169661.56,-1015.45,518.71,0.09,-124.09,12165549,113543,0.15,276,0,0,658,658,0,
20038,3253,0,0,388,6.33,6.24,11170375.72,-1029.57,519.29,0.09,-124.15,12165549,113543,0.15,276,0,0,658,658,0,
20041,3253,0,0,388,6.33,6.24,11171073.29,-1010.52,519.86,0.09,-124.2,12165549,113543,0.15,276,0,0,658,658,0,
20045,3253,0,0,388,6.33,6.24,11171754.29,-1011.61,520.41,0.09,-124.25,12165549,113543,0.15,276,0,0,658,658,0,
20048,3253,0,0,388,6.33,6.24,11172418.74,-1023.36,520.95,0.09,-124.3,12165549,113543,0.15,276,0,0,658,658,0,
20051,3253,0,0,388,6.33,6.24,11173066.65,-1031.6,521.48,0.09,-124.35,12165549,113543,0.15,276,0,0,658,658,0,
20054,3254,0,0,388,6.33,6.24,11173698.04,-1026.83,521.99,0.09,-124.4,12165549,113543,0.15,276,0,0,658,658,0,
20057,3254,0,0,388,6.33,6.24,11174312.93,-1040.8,522.49,0.09,-124.45,12165549,113543,0.15,275,0,0,658,658,0,
20060,3254,0,0,388,6.33,6.24,11174911.33,-1069.8,522.98,0.09,-124.5,12165549,113543,0.15,275,0,0,658,658,0,
20063,3254,0,0,388,6.33,6.24,11175493.27,-1064.95,523.45,0.09,-124.54,12165549,113543,0.15,275,0,0,658,658,0,
20066,3254,0,0,388,6.33,6.24,11176058.74,-1045.99,523.91,0.09,-124.59,12165549,113543,0.15,275,0,0,658,658,0,
20069,3255,0,0,388,6.33,6.24,11176607.78,-1037.42,524.36,0.09,-124.63,12165549,113543,0.15,275,0,0,658,658,0,
20072,3255,0,0,388,6.33,6.24,11177140.4,-1041.15,524.79,0.09,-124.67,12165549,113543,0.15,275,0,0,658,658,0,
20074,3255,0,0,388,6.33,6.24,11177656.6,-1034.89,525.21,0.09,-124.71,12165549,113543,0.15,275,0,0,658,658,0,
20077,3255,0,0,388,6.33,6.24,11178156.41,-1029.54,525.62,0.09,-124.75,12165549,113543,0.15,275,0,0,658,658,0,
20079,3255,0,0,388,6.33,6.24,11178639.83,-1023,526.01,0.09,-124.79,12165549,113543,0.15,275,0,0,658,658,0,
20081,3255,0,0,388,6.33,6.24,11179106.88,-1017.11,526.39,0.09,-124.82,12165549,113543,0.15,275,0,0,658,658,0,
20084,3255,0,0,388,6.33,6.24,11179557.58,-1014.22,526.76,0.09,-124.86,12165549,113543,0.15,275,0,0,658,658,0,
20086,3256,0,0,388,6.33,6.24,11179991.92,-1017.78,527.11,0.09,-124.89,12165549,113543,0.15,275,0,0,658,658,0,
20088,3256,0,0,388,6.33,6.24,11180409.94,-1013.85,527.46,0.09,-124.93,12165549,113543,0.15,275,0,0,658,658,0,
20090,3256,0,0,388,6.33,6.24,11180815.68,-1007.51,527.79,0.09,-124.96,12165549,113543,0.15,275,0,0,658,658,0,
20092,3256,0,0,388,6.33,6.24,11181221.33,-996.65,528.12,0.09,-124.99,12165549,113543,0.15,275,0,0,658,658,0,
20094,3256,0,0,388,6.33,6.24,11181626.9,-1002.57,528.45,0.09,-125.02,12165549,113543,0.15,275,0,0,658,658,0,
20096,3256,0,0,388,6.33,6.24,11182032.37,-1015.14,528.78,0.09,-125.05,12165549,113543,0.15,275,0,0,658,658,0,
20098,3256,0,0,388,6.33,6.24,11182437.76,-1011.2,529.11,0.09,-125.08,12165549,113543,0.15,275,0,0,658,658,0,
20100,3256,0,0,388,6.33,6.24,11182843.05,-1005.71,529.44,0.09,-125.12,12165549,113543,0.15,275,0,0,658,658,0,
20102,3257,0,0,388,6.33,6.24,11183248.26,-1011.52,529.77,0.09,-125.15,12165549,113543,0.15,275,0,0,658,658,0,
20104,3257,0,0,388,6.33,6.24,11183653.37,-1009.5,530.1,0.09,-125.18,12165549,113543,0.15,275,0,0,658,658,0,
20106,3257,0,0,388,6.33,6.24,11184058.39,-995.92,530.43,0.09,-125.21,12165549,113543,0.15,275,0,0,658,658,0,
20108,3257,0,0,388,6.33,6.24,11184463.33,-987.86,530.77,0.09,-125.24,12165549,113543,0.15,275,0,0,658,658,0,
20110,3257,0,0,388,6.33,6.24,11184868.17,-984.01,531.1,0.09,-125.27,12165549,113543,0.15,274,0,0,658,658,0,
20112,3257,0,0,388,6.33,6.24,11185272.93,-977.8,531.43,0.09,-125.3,12165549,113543,0.15,274,0,0,658,658,0,
20114,3257,0,0,388,6.33,6.24,11185677.59,-979.63,531.76,0.09,-125.34,12165549,113543,0.15,274,0,0,658,658,0,
20116,3257,0,0,388,6.33,6.24,11186082.16,-979.79,532.09,0.09,-125.37,12165549,113543,0.15,274,0,0,658,658,0,
20118,3258,0,0,388,6.33,6.24,11186486.65,-982.34,532.42,0.09,-125.4,12165549,113543,0.15,274,0,0,658,658,0,
20120,3258,0,0,388,6.33,6.24,11186891.04,-988.63,532.75,0.09,-125.43,12165549,113543,0.15,274,0,0,658,658,0,
20122,3258,0,0,388,6.33,6.24,11187295.34,-982.9,533.08,0.09,-125.46,12165549,113543,0.15,274,0,0,658,658,0,
20124,3258,0,0,388,6.33,6.24,11187699.56,-975.83,533.41,0.09,-125.49,12165549,113543,0.15,274,0,0,658,658,0,
20126,3258,0,0,388,6.33,6.24,11188103.68,-961.62,533.74,0.09,-125.53,12165549,113543,0.15,274,0,0,658,658,0,
20128,3258,0,0,388,6.33,6.24,11188507.72,-949.06,534.08,0.09,-125.56,12165549,113543,0.15,274,0,0,658,658,0,
20130,3258,0,0,388,6.33,6.24,11188911.66,-948.28,534.41,0.09,-125.59,12165549,113543,0.15,274,0,0,658,658,0,
20132,3258,0,0,388,6.33,6.24,11189315.51,-951.42,534.74,0.09,-125.62,12165549,113543,0.15,274,0,0,658,658,0,
20134,3258,0,0,388,6.33,6.24,11189719.28,-961.86,535.07,0.09,-125.65,12165549,113543,0.15,274,0,0,658,658,0,
20136,402,0,0,388,6.33,6.24,2229480.72,4102.65,0,0.43,-31.83,0,157610,178.47,358,0,0,658,658,0,
20138,402,0,0,388,6.33,6.24,2228791.8,4108.44,0,0.43,-31.84,0,157610,178.47,358,0,0,658,658,0,
20140,402,0,0,388,6.33,6.24,2228095.97,4115.35,0,0.43,-31.85,0,157610,178.47,358,0,0,658,658,0,
20143,402,0,0,388,6.33,6.24,2226738.68,4131.21,0,0.43,-31.87,0,157610,178.47,358,0,0,658,658,0,
20147,402,0,0,388,6.33,6.24,2225408.84,4144.28,0,0.43,-31.89,0,157610,178.47,358,0,0,658,0,0,
20151,402,0,0,388,6.33,6.24,2224106.44,4152.38,0,0.43,-31.9,0,157610,178.47,358,0,0,658,658,0,
20154,402,0,0,388,6.33,6.24,2222831.52,4162.19,0,0.43,-31.92,0,157610,178.47,358,0,0,658,658,0,
20158,402,0,0,388,6.33,6.24,2221584.07,4171.21,0,0.43,-31.94,0,157610,178.47,358,0,0,658,658,0,
20162,402,0,0,388,38.16,6.24,2220364.1,4182.51,0,0.43,-31.96,0,157610,178.47,358,0,0,658,658,0,
20165,402,0,0,388,38.16,6.24,2219171.61,4193.48,0,0.43,-31.97,0,157610,178.47,358,0,0,658,658,0,
20169,402,0,0,388,38.16,6.24,2218006.61,4200.57,0,0.43,-31.99,0,157610,178.47,358,0,0,658,658,0,
20172,402,0,0,388,38.16,6.24,2216869.11,4208.13,0,0.43,-32.01,0,157610,178.47,358,0,0,658,658,0,
20175,402,0,0,388,38.16,6.24,2215759.1,4214.91,0,0.43,-32.02,0,157610,178.47,358,0,0,658,0,0,
20178,402,0,0,388,38.16,6.24,2214676.6,4218.15,0,0.43,-32.04,0,157610,178.47,358,0,0,658,658,0,
20181,402,0,0,388,38.16,6.24,2213621.62,4221.65,0,0.43,-32.05,0,157610,178.47,358,0,0,658,658,0,
20184,402,0,0,388,38.16,6.24,2212594.15,4227.58,0,0.43,-32.07,0,157610,178.47,359,0,0,658,658,0,
20187,402,0,0,388,38.16,6.24,2211594.2,4232.13,0,0.43,-32.08,0,157610,178.47,359,0,0,658,658,0,
20190,402,0,0,388,38.16,6.24,2210621.78,4238.59,0,0.43,-32.1,0,157610,178.47,359,0,0,658,658,0,
20193,402,0,0,388,38.16,6.24,2209948.63,4243.37,0,0.43,-32.11,0,157610,178.47,359,0,0,658,658,0,
20195,402,0,0,388,38.16,6.24,2209297.53,4247.92,0,0.43,-32.11,0,157610,178.47,359,0,0,658,658,0,
20196,402,0,0,388,38.16,6.24,2208668.47,4252.31,0,0.43,-32.12,0,157610,178.47,359,0,0,658,658,0,
20198,402,0,0,388,38.16,6.24,2208061.47,4256.06,0,0.43,-32.13,0,157610,178.47,359,0,0,658,658,0,
20200,402,0,0,388,38.16,6.24,2207476.52,4258.7,0,0.43,-32.14,0,157610,178.47,359,0,0,658,658,0,
20202,402,0,0,388,38.16,6.24,2206913.62,4261.49,0,0.43,-32.15,0,157610,178.47,359,0,0,658,658,0,
20203,402,0,0,388,38.16,6.24,2206372.78,4264.72,0,0.43,-32.16,0,157610,178.47,359,0,0,658,658,0,
20205,402,0,0,388,38.16,6.24,2205853.99,4268.51,0,0.43,-32.16,0,157610,178.47,359,0,0,658,658,0,
20206,402,0,0,388,38.16,6.24,2205357.27,4272.78,0,0.43,-32.17,0,157610,178.47,359,0,0,658,658,0,
20208,402,0,0,388,38.16,6.24,2204882.61,4277.07,0,0.43,-32.18,0,157610,178.47,359,0,0,658,658,0,
20209,402,0,0,388,38.16,6.24,2204430.02,4281.63,0,0.43,-32.18,0,157610,178.47,359,0,0,658,658,0,
20210,402,0,0,388,38.16,6.24,2203999.49,4286.62,0,0.43,-32.19,0,157610,178.47,359,0,0,658,658,0,
20211,402,0,0,388,38.16,6.24,2203591.02,4291.56,0,0.43,-32.2,0,157610,178.47,359,0,0,658,658,0,
20213,402,0,0,388,38.16,6.24,2203204.63,4296.05,0,0.43,-32.2,0,157610,178.47,359,0,0,658,658,0,
20214,402,0,0,388,38.16,6.24,2202840.31,4300.03,0,0.43,-32.21,0,157610,178.47,359,0,0,658,658,0,
20215,402,0,0,388,38.16,6.24,2202498.06,4303.6,0,0.43,-32.21,0,157610,178.47,359,0,0,658,658,0,
20216,402,0,0,388,38.16,6.24,2202177.89,4306.92,0,0.43,-32.22,0,157610,178.47,359,0,0,658,658,0,
20217,402,0,0,388,38.16,6.24,2201879.79,4310.11,0,0.43,-32.22,0,157610,178.47,359,0,0,658,658,0,
20218,402,0,0,388,38.16,6.24,2201349.82,4316.05,0,0.43,-32.23,0,157610,178.47,359,0,0,658,658,0,
20219,402,0,0,388,38.16,6.24,2201117.96,4318.76,0,0.43,-32.23,0,157610,178.47,359,0,0,658,658,0,
20220,402,0,0,388,38.16,6.24,2200908.18,4321.22,0,0.43,-32.23,0,157610,178.47,359,0,0,658,658,0,
20221,402,0,0,388,38.16,6.24,2200554.85,4325.31,0,0.43,-32.24,0,157610,178.47,359,0,0,658,658,0,
20222,402,0,0,388,38.16,6.24,2200135.26,4330.23,0,0.43,-32.25,0,157610,178.47,359,0,0,658,658,0,
20223,402,0,0,388,38.16,6.24,2199859.21,4333.66,0,0.43,-32.25,0,157610,178.47,359,0,0,658,658,0,
20224,402,0,0,388,38.16,6.24,2199445.12,4339.05,0,0.43,-32.26,0,157610,178.47,359,0,0,658,658,0,
20225,402,0,0,388,38.16,6.24,2199169.06,4342.68,0,0.43,-32.26,0,157610,178.47,359,0,0,658,658,0,
20226,403,0,0,388,38.16,6.24,2198754.95,4347.93,0,0.43,-32.27,0,157610,178.47,359,0,0,658,658,0,
20227,403,0,0,388,38.16,6.24,2198478.88,4351.3,0,0.43,-32.27,0,157610,178.47,359,0,0,658,658,0,
20228,403,0,0,388,38.16,6.24,2198064.76,4356.09,0,0.43,-32.28,0,157610,178.47,359,0,0,658,658,0,
20229,403,0,0,388,38.16,6.24,2197788.67,4358.87,0,0.44,-32.28,0,157610,178.47,359,0,0,658,658,0,
20230,403,0,0,388,38.16,6.24,2197376.6,4362.4,0,0.44,-32.29,0,157610,178.47,359,0,0,658,658,0,
20231,403,0,0,388,38.16,6.24,2197112.93,4364.39,0,0.44,-32.29,0,157610,178.47,359,0,0,658,658,0,
20232,403,0,0,388,38.16,6.24,2196738.12,4367.07,0,0.44,-32.29,0,157610,178.47,359,0,0,658,658,0,
20233,403,0,0,388,38.16,6.24,2196388.15,4369.33,0,0.44,-32.3,0,157610,178.47,359,0,0,658,658,0,
20234,403,0,0,388,38.16,6.24,2196063.03,4371.24,0,0.44,-32.3,0,157610,178.47,359,0,0,658,658,0,
20235,403,0,0,388,38.16,6.24,2195762.75,4373,0,0.44,-32.31,0,157610,178.47,359,0,0,658,658,0,
20236,403,0,0,388,38.16,6.24,2195447.96,4375.03,0,0.44,-32.31,0,157610,178.47,359,0,0,658,658,0,
20237,403,0,0,388,38.16,6.24,2195100.04,4377.67,0,0.44,-32.32,0,157610,178.47,359,0,0,658,658,0,
20238,403,0,0,388,38.16,6.24,2194790.76,4380.51,0,0.44,-32.32,0,157610,178.47,359,0,0,658,658,0,
20239,403,0,0.01,388,38.16,6.24,2194458.02,4383.81,0,0.44,-32.33,0,157610,178.47,359,0,0,658,658,0,
20240,403,0,0,388,38.16,6.24,2194104.84,4386.93,0,0.44,-32.33,0,157610,178.47,359,0,0,658,658,0,
20241,403,0,0,388,38.16,6.24,2193746.94,4389.38,0,0.44,-32.34,0,157610,178.47,359,0,0,658,658,0,
20242,403,0,0,388,38.16,6.24,2193391.24,4391.3,0,0.44,-32.34,0,157610,178.47,359,0,0,658,658,0,
20243,403,0,0,388,38.16,6.24,2192999.77,4391.71,0,0.44,-32.35,0,157610,178.47,359,0,0,658,658,0,
20244,403,0,0,388,38.16,6.24,2192687.69,4391.7,0,0.44,-32.35,0,157610,178.47,359,0,0,658,658,0,
20245,403,0,0,388,38.16,6.24,2192331.42,4391.5,0,0.44,-32.36,0,157610,178.47,359,0,0,658,658,0,
20246,403,0,0,388,38.16,6.24,2191930.95,4390.87,0,0.44,-32.36,0,157610,178.47,359,0,0,658,658,0,
20247,403,0,0,388,38.16,6.24,2191601.59,4390.42,0,0.44,-32.37,0,157610,178.47,359,0,0,658,658,0,
20248,403,0,0,388,38.16,6.24,2191247.37,4390.25,0,0.44,-32.37,0,157610,178.47,359,0,0,658,658,0,
20249,403,0,0,388,38.16,6.24,2190868.28,4390.06,0,0.44,-32.38,0,157610,178.47,359,0,0,658,658,0,
20250,403,0,0,388,38.16,6.24,2190464.32,4389.49,0,0.44,-32.38,0,157610,178.47,359,0,0,658,658,0,
20251,403,0,0,388,38.16,6.24,2190132.85,4389.16,0,0.44,-32.39,0,157610,178.47,359,0,0,658,658,0,
20252,403,0,0,388,38.16,6.24,2189712.98,4389.5,0,0.44,-32.4,0,157610,178.47,359,0,0,658,658,0,
20253,403,0,0,388,38.16,6.24,2189469.89,4389.98,0,0.44,-32.4,0,157610,178.47,359,0,0,658,658,0,
20254,403,0,0,388,38.16,6.24,2188917.41,4391.16,0,0.44,-32.41,0,157610,178.47,359,0,0,658,658,0,
